chr,start,end,TSS,WGS_GC_bias,bps,bps_WGS_corrected
chr19,5785654,5785823,chr19_0_34109,2.4710692519183084,92,37.23084649634151
chr19,5805567,5805735,chr19_1_34111,2.4614074016830663,168,68.25363403275891
chr19,5838375,5838545,chr19_0_34112,2.5468449389978787,170,66.74925410531309
chr19,5846699,5846886,chr19_1_34113,1.7622913933155244,187,106.11185000919943
chr19,5857669,5857827,chr19_0_34116,1.9558892989462453,158,80.78166800397346
chr19,5857697,5857864,chr19_0_34116,1.9704386833362943,167,84.75270071192475
chr19,5977718,5977883,chr19_0_34121,2.1419733227943856,165,77.03177170514128
chr19,5977718,5977883,chr19_1_34122,2.1419733227943856,165,77.03177170514128
chr19,5977878,5978028,chr19_0_34121,1.859818168948832,150,80.65304582156001
chr19,5977878,5978028,chr19_1_34122,1.859818168948832,150,80.65304582156001
chr19,6134713,6134876,chr19_1_34124,2.035534392635339,163,80.07725174762058
chr19,6134713,6134876,chr19_1_34125,2.035534392635339,163,80.07725174762058
chr19,6136533,6136691,chr19_1_34124,1.818667333756624,100,54.985317074696034
chr19,6136533,6136691,chr19_1_34125,1.818667333756624,134,73.68032488009268
chr19,6332653,6332819,chr19_0_34127,1.84814083183123,166,89.81999485153895
chr19,6333371,6333533,chr19_0_34127,2.294079343865098,162,70.61656364816922
chr19,6333934,6334089,chr19_0_34127,1.9152371280269265,155,80.92992649932633
chr19,6375272,6375447,chr19_0_34130,1.5714671963682438,175,111.36089916762859
chr19,6388684,6388852,chr19_0_34131,1.8428684523761285,150,81.39484932122821
chr19,6423670,6423834,chr19_0_34136,2.550199727833101,24,9.411027590530232
chr19,6424105,6424273,chr19_0_34136,1.8486764988748023,168,90.87582392173712
chr19,6425439,6425607,chr19_0_34136,2.589555545244357,168,64.87599785551119
chr19,6433254,6433420,chr19_0_34137,2.540272543455278,166,65.34731890390267
chr19,6433780,6433941,chr19_0_34137,1.8003578863108989,161,89.42666412282283
chr19,6459292,6459447,chr19_0_34138,2.495677976661702,155,62.10737180416719
chr19,6463326,6463502,chr19_1_34139,1.6926263593655548,176,103.98042014775775
chr19,6463326,6463502,chr19_1_34140,1.6926263593655548,176,103.98042014775775
chr19,6464626,6464777,chr19_1_34139,1.539541399532227,151,98.08115588569409
chr19,6464626,6464777,chr19_1_34140,1.539541399532227,151,98.08115588569409
chr19,6480719,6480908,chr19_0_34141,2.2185677925763554,122,54.99043139823332
chr19,6481328,6481484,chr19_0_34141,1.9528331949155204,156,79.88393499566078
chr19,6503697,6503863,chr19_0_34144,1.773757782167272,151,85.13000000231155
chr19,6590090,6590249,chr19_0_34146,2.0219052563144078,100,49.45830161314439
chr19,6670347,6670518,chr19_0_34147,2.2516277287861604,171,75.9450586852495
chr19,6670347,6670518,chr19_0_34148,2.2516277287861604,171,75.9450586852495
chr19,6670347,6670518,chr19_0_34149,2.2516277287861604,171,75.9450586852495
chr19,6768242,6768399,chr19_0_34155,1.771901327389791,157,88.60538539766127
chr19,6773465,6773615,chr19_1_34156,2.611592260439714,150,57.436224740053596
chr19,7005492,7005644,chr19_0_34159,2.072271713771791,152,73.34945460570958
chr19,7348723,7348889,chr19_1_34167,2.2439114353227665,166,73.97796427563657
chr19,7349188,7349356,chr19_1_34167,2.155370890989822,168,77.94482179484595
chr19,7349513,7349665,chr19_1_34167,1.9580783563377957,152,77.62712840781633
chr19,7395653,7395809,chr19_1_34168,2.083539760724716,156,74.87258123921697
chr19,7438605,7438770,chr19_1_34169,1.836544069387036,83,45.193579279424554
chr19,7440545,7440731,chr19_1_34169,2.444321499166941,143,58.50294245202049
chr19,7488976,7489155,chr19_0_34170,1.7754374567842437,179,100.82022282227462
chr19,7488976,7489155,chr19_0_34171,1.7754374567842437,179,100.82022282227462
chr19,7515878,7516044,chr19_1_34173,1.5142352688364995,166,109.62629349371201
chr19,7516765,7516952,chr19_1_34173,2.5504465800234364,187,73.32049275789248
chr19,7523416,7523578,chr19_1_34174,2.193010224353693,162,73.8710646220281
chr19,7523465,7523624,chr19_1_34174,2.265834199662489,159,70.17283083805695
chr19,7616317,7616480,chr19_1_34181,2.495536343909529,42,16.830049421040464
chr19,7618135,7618299,chr19_1_34181,2.246986623846525,164,72.98663830906794
chr19,7632918,7633076,chr19_0_34184,2.559940772187137,158,61.720177949667764
chr19,7632918,7633076,chr19_0_34185,2.559940772187137,158,61.720177949667764
chr19,7676051,7676217,chr19_1_34188,1.773757782167272,161,90.76774834683549
chr19,7679755,7679917,chr19_1_34189,1.835973253676416,85,46.296970737342214
chr19,7681191,7681360,chr19_1_34189,1.747567827918353,169,96.70583155636791
chr19,7698338,7698504,chr19_0_34190,2.5759639621366635,26,10.0933089057791
chr19,7698664,7698832,chr19_0_34190,2.5578953145673737,168,65.67899751144212
chr19,7699604,7699772,chr19_0_34190,1.953874871072567,168,85.98298820833776
chr19,7701388,7701551,chr19_0_34191,1.849841477430628,163,88.11565855167325
chr19,7701388,7701551,chr19_0_34192,1.849841477430628,163,88.11565855167325
chr19,7747094,7747247,chr19_0_34194,2.6061896917016467,153,58.706394429832336
chr19,7762236,7762388,chr19_1_34195,1.3874135055732617,146,105.231785198512
chr19,7888561,7888738,chr19_1_34200,2.1086265515859246,177,83.94089501854943
chr19,7888561,7888738,chr19_1_34201,2.1086265515859246,177,83.94089501854943
chr19,7889136,7889294,chr19_1_34200,1.9558892989462453,158,80.78166800397346
chr19,7889136,7889294,chr19_1_34201,1.9558892989462453,158,80.78166800397346
chr19,7914063,7914217,chr19_1_34203,2.289296490932825,154,67.2695741289715
chr19,7925978,7926148,chr19_0_34206,0.8242087358831154,170,206.25843017527595
chr19,7944428,7944589,chr19_0_34207,1.791696355904173,161,89.85897608680013
chr19,8052292,8052462,chr19_1_34209,1.8532977314007688,170,91.72838077749641
chr19,8148662,8148848,chr19_0_34210,2.7387599541643515,186,67.91394759412283
chr19,8148662,8148848,chr19_0_34211,2.7387599541643515,186,67.91394759412283
chr19,8149971,8150128,chr19_0_34211,1.7567778515630572,157,89.36815765312186
chr19,8307890,8308057,chr19_0_34213,2.5647631320936486,167,65.11322543211848
chr19,8320253,8320423,chr19_0_34214,1.6048079850157522,49,30.53324787608097
chr19,8320253,8320423,chr19_0_34215,1.6048079850157522,11,6.8544025844263405
chr19,8321879,8322043,chr19_0_34214,2.589073551287338,164,63.343121294663874
chr19,8321879,8322043,chr19_0_34215,2.589073551287338,164,63.343121294663874
chr19,8321879,8322043,chr19_1_34216,2.589073551287338,164,63.343121294663874
chr19,8342770,8342931,chr19_0_34217,2.1930525052894203,161,73.41365499078765
chr19,8365139,8365297,chr19_1_34218,1.8350554434786908,16,8.719082606936936
chr19,8418938,8419095,chr19_1_34224,2.2451217059183337,157,69.92939384360969
chr19,8444577,8444731,chr19_1_34225,1.8503637099603376,154,83.22688084025437
chr19,8445244,8445397,chr19_1_34225,1.828881868164914,153,83.65767229871388
chr19,8513961,8514136,chr19_0_34227,1.711028480283002,175,102.27766633729861
chr19,8591255,8591410,chr19_0_34229,2.496848572226265,155,62.078254053587784
chr19,8631194,8631369,chr19_1_34231,2.5472063657399486,175,68.70271775139959
chr19,8654952,8655120,chr19_1_34232,1.9184441651158344,168,87.57096143575086
chr19,8656070,8656224,chr19_1_34232,2.561339936232813,154,60.12477993315534
chr19,8697608,8697801,chr19_0_34233,2.8781135258529917,7,2.432148675554901
chr19,8698541,8698710,chr19_0_34233,2.4088218215942234,169,70.15877990018839
chr19,8821475,8821633,chr19_0_34235,2.084434701573292,158,75.79992785609672
chr19,8982195,8982354,chr19_0_34238,1.8015910201289385,147,81.5945452422822
chr19,9114818,9114981,chr19_0_34241,1.661565848371625,163,98.10023488370562
chr19,9127828,9127999,chr19_0_34242,1.5598125794929965,122,78.21452500380208
chr19,9186051,9186201,chr19_1_34244,1.8721752408881425,150,80.12070490198417
chr19,9250805,9250977,chr19_1_34246,0.9675621079885826,172,177.76636618972438
chr19,9251332,9251488,chr19_1_34246,1.797256482198895,156,86.79896361210405
chr19,9325225,9325375,chr19_1_34250,1.8003231048232675,1,0.5554558497421312
chr19,9325225,9325375,chr19_1_34251,1.8003231048232675,150,83.31837746131968
chr19,9362909,9363075,chr19_1_34252,2.5413568371920494,166,65.31943785722503
chr19,9435590,9435788,chr19_0_34253,3.0638162056850344,198,64.62528647527975
chr19,9435590,9435788,chr19_0_34254,3.0638162056850344,198,64.62528647527975
chr19,9498318,9498500,chr19_0_34255,2.6415030623534475,182,68.90016619471457
chr19,9537839,9537997,chr19_0_34256,1.598549742041098,158,98.83958931316002
chr19,9537839,9537997,chr19_1_34257,1.598549742041098,158,98.83958931316002
chr19,9538769,9538933,chr19_0_34256,2.589073551287338,164,63.343121294663874
chr19,9538769,9538933,chr19_1_34257,2.589073551287338,164,63.343121294663874
chr19,9675218,9675387,chr19_0_34261,2.578682941332154,169,65.53733198106711
chr19,9675282,9675438,chr19_0_34261,2.5215997391603184,156,61.865488633000616
chr19,9793202,9793353,chr19_0_34265,2.38510197060982,151,63.30966216987045
chr19,9857143,9857297,chr19_0_34270,2.189668857696752,123,56.172877267560935
chr19,9857200,9857370,chr19_0_34270,2.5967961507167256,170,65.46528496396583
chr19,10011334,10011508,chr19_0_34273,1.7640698662064882,170,96.36806526578984
chr19,10038400,10038550,chr19_1_34275,2.066863443120209,150,72.57373509570365
chr19,10040211,10040369,chr19_1_34276,1.854551703999996,14,7.548994169212999
chr19,10040893,10041047,chr19_1_34276,1.7451069128145262,154,88.24674228791359
chr19,10041259,10041426,chr19_1_34276,2.182414169944054,167,76.52076416103962
chr19,10041446,10041604,chr19_1_34276,2.11527336672698,158,74.69483731290849
chr19,10102438,10102603,chr19_0_34278,2.525137856375945,165,65.3429671506357
chr19,10102438,10102603,chr19_0_34279,2.525137856375945,165,65.3429671506357
chr19,10102792,10102966,chr19_0_34278,2.6228959544949326,174,66.33888763365209
chr19,10102792,10102966,chr19_0_34279,2.6228959544949326,174,66.33888763365209
chr19,10103003,10103168,chr19_0_34278,1.7629581194542947,165,93.59269410839664
chr19,10103003,10103168,chr19_0_34279,1.7629581194542947,165,93.59269410839664
chr19,10103034,10103203,chr19_0_34278,1.7773735740031564,169,95.0841187648376
chr19,10103034,10103203,chr19_0_34279,1.7773735740031564,169,95.0841187648376
chr19,10108316,10108488,chr19_1_34282,2.414661932549482,172,71.23150354153162
chr19,10195443,10195617,chr19_0_34286,1.9593159535752431,174,88.80650396506758
chr19,10229739,10229904,chr19_1_34287,1.7500326061231084,165,94.283957580384
chr19,10271770,10271933,chr19_1_34291,2.566064088538052,163,63.52140647152153
chr19,10271834,10272004,chr19_1_34291,2.4034967815900483,170,70.73027985813879
chr19,10286380,10286544,chr19_1_34292,1.8324108450748229,164,89.49957944246034
chr19,10338961,10339128,chr19_0_34297,2.029166412939271,167,82.29980495197464
chr19,10415785,10415938,chr19_1_34301,2.2592896788580177,153,67.72039966000973
chr19,10419459,10419616,chr19_1_34302,2.5502308374196248,79,30.97758792687716
chr19,10452659,10452833,chr19_1_34305,1.9146567416125928,174,90.87790840955175
chr19,10453295,10453470,chr19_1_34305,2.5961912988518336,175,67.40643498704961
chr19,10453456,10453619,chr19_1_34305,2.579655922471538,163,63.186721368573686
chr19,10518633,10518809,chr19_0_34309,2.6284128368679545,176,66.96056172428511
chr19,10553045,10553216,chr19_1_34311,1.7392120227089891,77,44.27292302180911
chr19,10568036,10568186,chr19_0_34313,1.8721752408881425,150,80.12070490198417
chr19,10586537,10586690,chr19_0_34314,1.973055613854917,153,77.54469713150743
chr19,10602134,10602315,chr19_1_34315,2.0286454760019863,181,89.22209530504618
chr19,10654896,10655057,chr19_1_34318,2.404934958270169,161,66.94567744809395
chr19,10654896,10655057,chr19_1_34319,2.404934958270169,161,66.94567744809395
chr19,10700317,10700495,chr19_1_34320,2.3330809023954107,57,24.431214511883066
chr19,10701990,10702157,chr19_1_34320,2.357407391252222,167,70.84053465671536
chr19,10779958,10780124,chr19_1_34324,1.758778164244871,166,94.38370533288482
chr19,10829599,10829768,chr19_1_34326,2.5362641365991534,169,66.6334383557582
chr19,10847577,10847755,chr19_1_34329,2.3330809023954107,178,76.29396812482783
chr19,10848365,10848521,chr19_1_34329,2.549505781477056,156,61.18832957092626
chr19,10872642,10872794,chr19_1_34331,1.69786271633118,152,89.52431697684523
chr19,10873037,10873191,chr19_1_34331,1.8720939764506144,154,82.26082768129803
chr19,10927718,10927888,chr19_0_34332,2.4753420032621536,170,68.67737863130179
chr19,10927718,10927888,chr19_1_34333,2.4753420032621536,78,31.510797254362
chr19,10928297,10928463,chr19_0_34332,2.473715037493247,166,67.10554671172514
chr19,10928297,10928463,chr19_1_34333,2.473715037493247,166,67.10554671172514
chr19,10984302,10984469,chr19_1_34335,2.4891051275806646,167,67.09238519078501
chr19,10984303,10984456,chr19_1_34335,2.555419456922539,153,59.87275379997931
chr19,11088670,11088828,chr19_1_34336,1.7289613680989084,158,91.38434375415224
chr19,11088670,11088828,chr19_0_34337,1.7289613680989084,158,91.38434375415224
chr19,11089497,11089665,chr19_1_34336,2.2923349422228223,168,73.28771939282765
chr19,11089497,11089665,chr19_0_34337,2.2923349422228223,168,73.28771939282765
chr19,11198012,11198164,chr19_0_34341,1.8667331121147543,152,81.42567301857345
chr19,11198012,11198164,chr19_0_34342,1.8667331121147543,152,81.42567301857345
chr19,11202548,11202714,chr19_1_34343,2.5729790573380216,87,33.81294525187832
chr19,11239105,11239270,chr19_1_34344,2.0308195874102566,165,81.24798530745483
chr19,11295107,11295289,chr19_1_34346,2.0664872123864435,130,62.908688338734976
chr19,11346617,11346785,chr19_0_34348,2.566852815007948,168,65.4497986864431
chr19,11346617,11346785,chr19_0_34349,2.566852815007948,168,65.4497986864431
chr19,11346617,11346785,chr19_1_34350,2.566852815007948,168,65.4497986864431
chr19,11383471,11383625,chr19_0_34353,1.5377109113015972,154,100.14886339698697
chr19,11480414,11480576,chr19_0_34361,1.7631155681958977,162,91.88280276247914
chr19,11481144,11481336,chr19_0_34361,2.7838875051763634,192,68.96830408663963
chr19,11495625,11495792,chr19_0_34362,2.5350833484212933,167,65.87554610541628
chr19,11538088,11538250,chr19_1_34366,1.835973253676416,162,88.23657952293458
chr19,11554713,11554880,chr19_0_34367,1.80253711698938,167,92.64719068804834
chr19,11555617,11555787,chr19_0_34367,2.261142805136897,170,75.18322134001954
chr19,11579089,11579244,chr19_0_34371,2.55097437539305,155,60.761096424623176
chr19,11579089,11579244,chr19_0_34372,2.55097437539305,155,60.761096424623176
chr19,11579089,11579244,chr19_0_34373,2.55097437539305,155,60.761096424623176
chr19,11579806,11579961,chr19_0_34373,1.852454025534021,155,83.67279180130636
chr19,11672945,11673113,chr19_1_34376,1.7404495874613173,116,66.649445543092
chr19,11673313,11673477,chr19_1_34376,1.816809069825798,164,90.26815350262694
chr19,11766773,11766940,chr19_1_34378,2.084050166550372,167,80.13242803863356
chr19,11797861,11798021,chr19_1_34379,1.6817558499614302,160,95.1386611818056
chr19,11799003,11799158,chr19_1_34379,1.9152371280269265,155,80.92992649932633
chr19,11813803,11813953,chr19_1_34380,2.3328462846017235,150,64.29913577679586
chr19,11814854,11815010,chr19_1_34380,1.821172753123852,156,85.65908957973025
chr19,11965786,11965940,chr19_1_34386,1.823568726164055,154,84.4497922071436
chr19,12052486,12052655,chr19_0_34389,1.51880515496788,169,111.27167921916491
chr19,12195115,12195280,chr19_1_34397,1.9841809305013465,165,83.1577390265056
chr19,12293517,12293683,chr19_0_34398,1.0265536365004686,72,70.13759188019507
chr19,12293844,12294029,chr19_0_34398,2.632515962668908,185,70.2749774829257
chr19,12293844,12294029,chr19_0_34399,2.632515962668908,147,55.84011724318962
chr19,12293844,12294029,chr19_0_34400,2.632515962668908,131,49.76228135277442
chr19,12365342,12365507,chr19_0_34402,1.5093612264039782,165,109.31776775073855
chr19,12401677,12401851,chr19_0_34403,2.212361640322071,174,78.64898614616617
chr19,12401677,12401851,chr19_0_34404,2.212361640322071,174,78.64898614616617
chr19,12401677,12401851,chr19_0_34405,2.212361640322071,174,78.64898614616617
chr19,12441969,12442121,chr19_0_34406,1.1161731317510155,52,46.58775464199189
chr19,12484607,12484780,chr19_0_34407,2.6547856544503343,173,65.16533630878729
chr19,12484803,12484969,chr19_0_34407,2.5624291749164976,166,64.78227832595977
chr19,12609895,12610073,chr19_0_34409,0.8658766477488896,178,205.5720066625717
chr19,12609895,12610073,chr19_1_34410,0.8658766477488896,154,177.85443273053957
chr19,12611672,12611837,chr19_0_34409,1.5407838948529742,141,91.51185995064844
chr19,12611672,12611837,chr19_1_34410,1.5407838948529742,165,107.0883467507588
chr19,12666059,12666210,chr19_0_34411,2.0214448132935527,151,74.69904644785962
chr19,12666059,12666210,chr19_0_34412,2.0214448132935527,151,74.69904644785962
chr19,12666059,12666210,chr19_1_34413,2.0214448132935527,151,74.69904644785962
chr19,12688917,12689086,chr19_1_34420,2.47576347252666,81,32.71718033602572
chr19,12704113,12704277,chr19_0_34422,1.8557305448114887,164,88.37489928617825
chr19,12733739,12733908,chr19_0_34427,1.7346510282684835,169,97.42593596401612
chr19,12751733,12751902,chr19_1_34430,2.532727997333789,169,66.726470500546
chr19,12774421,12774571,chr19_0_34431,1.801597439959603,20,11.101259113938603
chr19,12801894,12802088,chr19_0_34434,0.0,194,0.0
chr19,12830371,12830529,chr19_0_34436,2.559940772187137,158,61.720177949667764
chr19,12830371,12830529,chr19_0_34437,2.559940772187137,158,61.720177949667764
chr19,12831212,12831365,chr19_0_34436,1.3101152438000996,153,116.78361939840545
chr19,12831212,12831365,chr19_0_34437,1.3101152438000996,153,116.78361939840545
chr19,12831268,12831426,chr19_0_34436,1.477102051011297,148,100.19619152154849
chr19,12831268,12831426,chr19_0_34437,1.477102051011297,158,106.96620446219364
chr19,12834195,12834363,chr19_0_34438,1.943507947572175,168,86.44163262098576
chr19,12834195,12834363,chr19_0_34439,1.943507947572175,168,86.44163262098576
chr19,12834545,12834712,chr19_0_34438,2.570701886849672,167,64.96280290386146
chr19,12834545,12834712,chr19_0_34439,2.570701886849672,167,64.96280290386146
chr19,12834545,12834712,chr19_0_34440,2.570701886849672,167,64.96280290386146
chr19,12887444,12887606,chr19_0_34444,2.193010224353693,162,73.8710646220281
chr19,12919081,12919249,chr19_0_34447,2.560701189040977,168,65.6070301052653
chr19,12921288,12921438,chr19_1_34448,1.8721752408881425,32,17.092417045756623
chr19,12929766,12929918,chr19_1_34449,1.8031264664682096,152,84.29802502856217
chr19,12929827,12929978,chr19_1_34449,1.852774228462476,151,81.49940650097842
chr19,12937534,12937690,chr19_1_34451,2.1114455765284883,82,38.83595244487403
chr19,12957993,12958185,chr19_0_34455,1.4184884143175556,192,135.3553529673152
chr19,13023060,13023221,chr19_1_34458,1.7748074605085966,161,90.71406537465373
chr19,13024449,13024622,chr19_1_34458,2.614340638636972,173,66.17347312865714
chr19,13024449,13024622,chr19_1_34459,2.614340638636972,173,66.17347312865714
chr19,13024449,13024622,chr19_1_34460,2.614340638636972,173,66.17347312865714
chr19,13024449,13024622,chr19_1_34461,2.614340638636972,173,66.17347312865714
chr19,13730672,13730841,chr19_1_34469,1.810560062466809,90,49.708375803550496
chr19,13730911,13731075,chr19_1_34469,2.143754302425754,164,76.50130419070257
chr19,13731931,13732096,chr19_1_34469,2.0308195874102566,165,81.24798530745483
chr19,13748829,13749012,chr19_1_34470,1.6438171527329872,66,40.1504509733758
chr19,13763927,13764086,chr19_1_34471,2.3064090478222163,159,68.93833517958697
chr19,13764104,13764267,chr19_1_34471,2.002574022934434,163,81.39524338838224
chr19,13836728,13836901,chr19_0_34474,2.4080879911226374,173,71.84122865848782
chr19,13836728,13836901,chr19_0_34475,2.4080879911226374,173,71.84122865848782
chr19,13836728,13836901,chr19_0_34476,2.4080879911226374,173,71.84122865848782
chr19,13842418,13842602,chr19_0_34477,1.71502451861314,184,107.28709590040857
chr19,13862521,13862678,chr19_1_34478,1.799537471982034,157,87.24464060594312
chr19,13873973,13874140,chr19_1_34480,2.317397786566232,167,72.06358829204271
chr19,13873973,13874140,chr19_1_34481,2.317397786566232,167,72.06358829204271
chr19,13875853,13876021,chr19_1_34481,2.456636494421388,22,8.955333868058354
chr19,13951812,13951967,chr19_1_34488,1.7310696376902286,155,89.54001423467687
chr19,13953402,13953566,chr19_1_34488,2.543233478986248,72,28.3104168747809
chr19,13953402,13953566,chr19_0_34489,2.543233478986248,164,64.48483843700093
chr19,14056585,14056745,chr19_0_34493,2.5686333746983854,108,42.045704561742525
chr19,14056864,14057031,chr19_0_34493,2.084050166550372,167,80.13242803863356
chr19,14058126,14058301,chr19_0_34493,2.350568587528565,175,74.45007175221316
chr19,14090585,14090736,chr19_0_34499,1.8117896375150937,151,83.34300896383289
chr19,14205260,14205426,chr19_0_34505,2.408447978912752,166,68.92405460006553
chr19,14205512,14205713,chr19_0_34505,0.0,201,0.0
chr19,14205540,14205692,chr19_0_34505,1.8166990680844737,152,83.66823249393126
chr19,14206352,14206519,chr19_0_34505,1.056722060430862,167,158.03587930388085
chr19,14332862,14333034,chr19_1_34506,1.8138186582179672,172,94.82756130041457
chr19,14333609,14333798,chr19_1_34506,2.0224513021539656,189,93.4509522175935
chr19,14496222,14496388,chr19_0_34515,2.152957785412481,166,77.10323032097742
chr19,14496222,14496388,chr19_0_34516,2.152957785412481,166,77.10323032097742
chr19,14497143,14497293,chr19_0_34516,1.8721752408881425,6,3.204828196079367
chr19,14583553,14583714,chr19_1_34525,2.481887426276588,161,64.86998495396612
chr19,14621086,14621255,chr19_1_34526,2.132885920633211,43,20.160478150296086
chr19,14621142,14621299,chr19_1_34526,1.9052210856165857,87,45.66399178384289
chr19,14675776,14675927,chr19_0_34527,1.9469097888052995,68,34.92714474548278
chr19,14675776,14675927,chr19_0_34528,1.9469097888052995,142,72.93609638027286
chr19,14776812,14776992,chr19_0_34530,2.6521436383475385,180,67.86962719415602
chr19,14800172,14800337,chr19_0_34532,1.1327964538139816,165,145.65723563528644
chr19,14835031,14835199,chr19_0_34533,1.8222771214201712,168,92.1923444163482
chr19,14835683,14835848,chr19_0_34533,1.9188785636705552,165,85.9877238319747
chr19,14880753,14880913,chr19_0_34535,1.7127441731298452,160,93.41733722416828
chr19,14881342,14881506,chr19_0_34535,1.106242319836536,164,148.24961679664673
chr19,14980111,14980269,chr19_0_34537,2.182129658230499,158,72.40632993738926
chr19,14980201,14980369,chr19_0_34537,1.6984537359112668,168,98.91349787626886
chr19,15010908,15011078,chr19_0_34538,2.2729161050030835,170,74.79378566846371
chr19,15010908,15011078,chr19_1_34539,2.2729161050030835,170,74.79378566846371
chr19,15049100,15049271,chr19_1_34540,1.661846543046875,171,102.89758745502694
chr19,15050254,15050414,chr19_1_34540,1.743134298775897,160,91.78868209544083
chr19,15085923,15086089,chr19_1_34541,1.80750520401988,24,13.277970069809014
chr19,15086071,15086224,chr19_1_34541,1.956722867182755,153,78.19196196152494
chr19,15180013,15180180,chr19_0_34544,2.5350833484212933,167,65.87554610541628
chr19,15200465,15200633,chr19_0_34545,2.560701189040977,168,65.6070301052653
chr19,15200769,15200936,chr19_0_34545,1.056722060430862,167,158.03587930388085
chr19,15380156,15380337,chr19_0_34550,1.6184196950394398,181,111.83749218745707
chr19,15418596,15418782,chr19_0_34551,1.9954458651513995,186,93.21225057933992
chr19,15432138,15432313,chr19_0_34552,2.5619956161550763,175,68.3061278077563
chr19,15480336,15480497,chr19_0_34556,2.404934958270169,161,66.94567744809395
chr19,15507392,15507582,chr19_1_34557,2.1702883537480826,58,26.724559388541223
chr19,15509179,15509340,chr19_1_34557,2.5559899637568737,161,62.9892927135587
chr19,15640742,15640907,chr19_1_34559,2.5564938358384923,165,64.54152076837785
chr19,15640742,15640907,chr19_1_34560,2.5564938358384923,165,64.54152076837785
chr19,15727731,15727936,chr19_1_34562,1.381737948487919,205,148.36387769789357
chr19,15728584,15728752,chr19_1_34562,1.9964502146436345,168,84.14935607597303
chr19,15728980,15729141,chr19_1_34562,1.6892711874932238,44,26.046735613417603
chr19,15779085,15779238,chr19_0_34564,2.217023721737036,153,69.01144020241905
chr19,15779124,15779306,chr19_0_34564,2.2965759008449265,182,79.24841496988665
chr19,15779196,15779392,chr19_0_34564,2.5495241959126043,196,76.87708958174512
chr19,15779198,15779367,chr19_0_34564,2.182424505497351,169,77.43681377032867
chr19,15794525,15794682,chr19_1_34565,2.2451217059183337,157,69.92939384360969
chr19,15807036,15807210,chr19_0_34566,1.7072994111679285,85,49.78622931864847
chr19,15828923,15829088,chr19_1_34567,1.8171951194440412,165,90.7992753417039
chr19,15829265,15829428,chr19_1_34567,1.849841477430628,163,88.11565855167325
chr19,15864952,15865112,chr19_0_34568,2.0907902954548367,160,76.52608697669181
chr19,15897929,15898107,chr19_0_34569,2.554973886010484,178,69.66803104118678
chr19,15898843,15899017,chr19_0_34569,1.2820451859135895,174,135.72064534995857
chr19,15949572,15949735,chr19_1_34571,1.8040690098171663,163,90.35131090496326
chr19,16016112,16016299,chr19_1_34572,2.5504465800234364,187,73.32049275789248
chr19,16016306,16016460,chr19_1_34572,2.4391571403845718,154,63.136563631041604
chr19,16033124,16033292,chr19_1_34573,1.9964502146436345,168,84.14935607597303
chr19,16033124,16033292,chr19_1_34574,1.9964502146436345,168,84.14935607597303
chr19,16033170,16033340,chr19_1_34573,2.261142805136897,170,75.18322134001954
chr19,16033170,16033340,chr19_1_34574,2.261142805136897,170,75.18322134001954
chr19,16034600,16034772,chr19_1_34573,1.4501131936514633,113,77.92495130360128
chr19,16034600,16034772,chr19_1_34574,1.4501131936514633,172,118.61143030282672
chr19,16067332,16067489,chr19_1_34576,2.5502308374196248,157,61.56305448759132
chr19,16075494,16075661,chr19_1_34577,1.9415187730484669,167,86.01513532510721
chr19,16112577,16112738,chr19_1_34579,1.919597718377488,161,83.87173961432029
chr19,16323832,16323988,chr19_1_34585,1.7412914377056092,156,89.5886791963736
chr19,16496746,16496920,chr19_0_34588,2.0922268832012976,174,83.16497670356102
chr19,16496746,16496920,chr19_1_34589,2.0922268832012976,174,83.16497670356102
chr19,16660953,16661109,chr19_0_34593,1.494159871181773,156,104.40649826622317
chr19,16660953,16661109,chr19_1_34594,1.494159871181773,156,104.40649826622317
chr19,16661285,16661461,chr19_1_34594,2.4108241269030803,176,73.00408106753427
chr19,16720810,16720969,chr19_1_34595,2.3581976832616216,37,15.689948413834978
chr19,16863516,16863680,chr19_1_34598,1.5656998965536817,164,104.74548817496016
chr19,16889269,16889435,chr19_1_34599,2.5457983063845173,166,65.20547978356906
chr19,17074361,17074548,chr19_0_34602,2.527462559608873,97,38.378412226613094
chr19,17074361,17074548,chr19_0_34603,2.527462559608873,16,6.330459748719686
chr19,17074516,17074683,chr19_0_34602,2.5647631320936486,167,65.11322543211848
chr19,17074516,17074683,chr19_0_34603,2.5647631320936486,151,58.87483257634665
chr19,17226755,17226924,chr19_1_34607,2.067742018804446,169,81.73166597335707
chr19,17263698,17263852,chr19_0_34609,2.189668857696752,108,49.322526381273015
chr19,17282775,17282927,chr19_1_34612,2.0834116642821767,126,60.47772610671848
chr19,17305859,17306018,chr19_1_34615,2.572074329120692,159,61.8178091510897
chr19,17305859,17306018,chr19_1_34616,2.572074329120692,159,61.8178091510897
chr19,17338530,17338688,chr19_1_34620,2.3327913884075446,23,9.85943282982569
chr19,17378271,17378426,chr19_0_34621,2.052103544676724,71,34.59864400321228
chr19,17470568,17470721,chr19_1_34628,2.102356246907195,153,72.77548713500882
chr19,17512401,17512571,chr19_1_34629,2.564361778876312,170,66.2932981611093
chr19,17512401,17512571,chr19_0_34630,2.564361778876312,170,66.2932981611093
chr19,17523216,17523390,chr19_1_34631,2.5845173165747983,174,67.32398304477148
