Gene symbol,Normalized TPM of Artery - Aorta,Normalized TPM of Breast - Mammary Tissue,Normalized TPM of Colon - Transverse,Normalized TPM of Heart - Atrial Appendage,Normalized TPM of Kidney - Cortex,Normalized TPM of Liver,Normalized TPM of Lung,Normalized TPM of Ovary,Normalized TPM of Pancreas,Normalized TPM of Placenta,Normalized TPM of Stomach,Normalized TPM of Whole Blood,Specific high expression tissue,TSS ID
SLC46A2,0.2720661574074075,0.2589472549019607,0.1915535714285713,0.0771741958041957,0.1159678823529412,0.0745924026548672,9.404402335640148,0.1513806111111111,0.0892653658536585,0.046,0.1242827019498606,5.014148317880792,Lung,chr9_0_19130
PRB3,0.0137583564814814,0.081487037037037,0.0391296551724138,0.0086931142191142,0.0158567058823529,0.0114852654867256,9.830900155709337,0.0259724444444444,0.0130850426829268,0.016,0.0365216713091922,0.0427554966887417,Lung,chr12_0_24146
CAPSL,0.0100927777777777,0.0487,0.0304960837438423,0.0060832634032634,0.5479201176470587,0.0114672566371681,10.050337941176483,0.1569620555555555,0.0357916158536585,0.03,0.0283166016713091,0.0856029271523179,Lung,chr5_0_10886
CD164L2,0.0431096527777777,4.234984139433552,0.3128034482758616,0.0542956643356643,0.7054132941176471,0.0524123008849557,10.214780449827003,0.1806825,0.5030667682926833,0.011,0.7916054596100282,0.0946398278145695,Lung,chr1_0_00715
LINC00968,0.4412727083333334,3.250732483660134,0.4402073399014779,0.5272372027972029,0.0178647058823529,0.015117517699115,10.555377854671272,0.4171795000000001,0.0336605609756097,1.421,0.3979237409470756,0.4088703735099335,Lung,chr8_0_17275
CFAP100,0.0734167592592592,0.0632615185185185,0.0774070197044335,0.036644979020979,0.1654845882352941,0.0502091017699115,11.75676799307958,0.4028570555555554,0.0384005975609756,0.005,0.0534667548746517,0.0696455735099337,Lung,chr3_1_08186
WDR38,0.2419302546296298,0.0929544880174291,0.0785235467980295,0.0925610769230769,0.169654,0.0237644203539823,11.809297231833911,0.2232129444444444,0.0386306707317073,0.06,0.0485898050139275,0.1570260264900662,Lung,chr9_1_19303
C3orf36,0.8795903935185182,0.4242312854030504,1.2786577339901477,0.6894790675990673,1.7774505882352944,0.0771435398230088,11.833423339100358,0.4209025555555554,0.5268786585365854,0.154,1.133186657381615,0.0109124105960264,Lung,chr3_0_08329
CDHR4,1.160081504629629,0.3334106688453154,0.3521894211822659,0.1643480303030302,0.1715064705882352,0.0562145663716814,11.84888925605536,0.4209828888888889,0.013899975609756,0.036,0.1741951142061281,0.0618596105960264,Lung,chr3_0_07466
LDLRAD1,0.0129631944444444,0.1686002222222223,0.0272543596059113,0.0050447948717948,0.0356627294117647,0.0365588938053097,12.39339846020762,0.1527407222222222,0.0353120548780487,0.125,0.0906533983286908,0.0564313324503311,Lung,chr1_0_01331
NOVA2,1.4328752314814792,6.9937936819172135,2.01746527093596,1.930110256410258,2.5620023529411773,0.5403100442477876,12.874446366782006,1.7191916666666662,0.5884564024390243,1.391,1.5106267409470744,0.040036894039735,Lung,chr19_0_35440
SLC15A2,1.7160009259259257,2.163124400871461,2.304352463054188,1.6951378787878784,4.5633470588235285,0.6378843362831862,13.0805830449827,1.814590555555556,2.3390990853658544,1.455,1.0630072423398325,2.1200942781456966,Lung,chr3_1_08107
DLEC1,0.7826682870370368,1.6217069716775592,0.9282532019704436,0.4280643589743586,0.9648964705882352,1.0283434513274337,14.394942387543251,3.2388933333333334,0.3237288109756097,0.121,0.6895850139275765,1.7168723973509934,Lung,chr3_1_07159
GPRIN3,2.084678935185187,2.7001259259259265,3.2622921182266023,1.8105384615384603,2.8450341176470584,0.8777456194690265,14.81654498269896,2.9225577777777785,1.982178353658537,0.816,2.545791086350978,3.053017814569537,Lung,chr4_0_09927
TEKT2,0.1456623148148148,1.2553210893246174,0.7145830049261088,0.1663598368298369,2.97855411764706,0.1241934513274335,15.088365865051914,1.2313718333333334,1.9649195121951208,0.119,0.590334512534819,0.1921865033112581,Lung,chr1_1_00910
CFAP73,0.0728247222222222,0.3183932461873637,0.166190935960591,0.0341597902097902,0.9510377647058822,0.0866872123893804,15.151350311418696,0.400465388888889,0.1471619512195121,0.115,0.9294910027855152,0.1271425033112581,Lung,chr12_1_25493
LRRC46,0.3754884722222221,1.0458440087145968,0.4136145566502465,0.2254825874125873,1.0659505882352944,0.6731149115044246,15.26183979238755,1.1588261111111116,0.4652023780487804,0.128,0.4618408077994432,0.8844692317880799,Lung,chr17_1_32395
DNAAF1,0.2893428703703704,1.300514313725489,0.3306467980295565,0.1795762004662006,1.5945176470588234,0.307167628318584,15.302089792387548,1.4441877777777783,0.3130775914634147,1.455,0.2591403899721448,0.3238568370860922,Lung,chr16_1_30864
ZMYND10,0.7399173379629636,1.2688193899782143,0.5516170689655169,0.2478564335664336,1.8910823529411769,0.9595167256637166,16.357635086505212,1.5938838888888898,1.0975612804878043,0.2339999999999999,0.5651718105849586,1.1915244635761588,Lung,chr3_0_07509
CCDC114,0.5814914814814814,1.1896651416122004,0.3852799261083744,0.2425179487179488,0.8119329411764705,0.1842480973451327,16.539687093425606,4.343242222222225,0.3603406097560974,0.215,0.4650107520891366,0.5471844768211922,Lung,chr19_0_35547
FAM183A,0.0740605555555555,0.8579989324618742,0.4711879556650249,0.0596110489510489,1.7598905882352944,0.1189336725663717,17.116366591695485,0.8339163333333331,0.0962675,2.361,0.1600891364902507,0.1255905165562914,Lung,chr1_1_01073
VWA3A,0.3389197916666671,0.6145123311546843,0.4761146551724144,0.1763577062937063,0.4934690588235296,0.0609646504424778,17.1621266435986,0.9670787222222216,0.0604956829268292,0.044,0.1887764066852366,0.1048542278145697,Lung,chr16_1_29993
C9orf24,0.6546121064814808,0.9377028976034852,2.0682325123152707,7.1561995337995326,1.7939752941176474,0.2289980530973449,17.561533858131494,0.8361677777777781,0.4415086890243904,0.21,1.3205359331476327,0.2316363178807949,Lung,chr9_0_18416
ITLN2,0.7136099305555557,0.0337478867102396,0.6246771674876848,0.5306954079254083,0.0859727058823529,0.2500153539823009,17.850637543252596,3.2339596666666663,0.056242743902439,0.07,0.1945231754874654,0.1979700132450331,Lung,chr1_0_02821
CASS4,1.1708033564814824,0.8549548148148143,0.7261117241379309,0.3839376456876458,0.5097538823529414,0.6212026548672565,18.015826989619395,2.1646399999999986,0.2191511341463415,1.805,0.5285725069637883,6.323283443708602,Lung,chr20_1_37109
LGI3,0.8842453935185185,0.4928825708060997,1.0971723152709365,2.1915214452214444,0.4653417647058826,0.0771635088495574,19.439897456747406,0.6490555000000003,0.6462477743902438,0.072,1.4127026740947082,0.0641480503311258,Lung,chr8_0_16906
ROS1,0.0166582175925926,0.016699862745098,0.1788170098522168,0.0180097505827505,0.1395300588235294,0.0290999734513274,19.642177337370235,0.0921654333333333,0.0169424603658536,0.008,0.0747691504178273,0.0062549655629139,Lung,chr6_0_14099
LRRN4,0.3767857638888891,0.1323212701525055,0.0678224704433497,0.8780852027972033,3.640208235294119,0.1214582566371681,20.06378546712801,1.162910555555556,1.1099765853658543,0.011,0.2058994651810584,0.0525708834437086,Lung,chr20_0_36431
C1orf194,0.1045227083333333,0.4687135729847495,0.4705817733990151,0.7212812354312357,0.336204588235294,0.0632123893805309,20.639412993079585,0.4775106111111109,0.6213327439024394,0.008,0.5325600278551531,0.4314059602649005,Lung,chr1_0_01883
CXCL5,0.368041226851852,0.6610664814814808,1.1875219532019714,0.6627374825174819,0.2192616823529412,0.5055467699115044,21.141745328719747,0.1551651111111111,0.4876687042682925,0.07,6.627018245125349,1.505696662251654,Lung,chr4_0_09742
PRR29,1.1615087268518511,5.901659694989107,1.262474088669952,1.069677156177156,1.5242470588235295,0.2306479646017697,22.79509169550171,1.6582361111111108,0.3280076829268291,0.135,0.9195369359331476,3.698596437086087,Lung,chr17_1_32725
COL6A6,0.3143282939814814,2.9648743790849674,0.0539801231527094,6.468720186480184,0.0357907294117647,0.3278712610619473,23.1673214532872,0.8503259444444448,0.0741111829268292,0.471,0.1121842562674094,0.011169957615894,Lung,chr3_1_08278
RTKN2,0.1472894560185186,0.3753977254901961,0.5887620418719205,0.0617616736596736,0.2765925529411765,0.0316615044247787,23.78453098615916,0.307356222222222,0.0548635609756097,0.5670000000000001,0.3054948913649025,0.3533873973509932,Lung,chr10_0_20470
FOXJ1,0.0467606481481481,0.0982933638344227,0.866373743842364,0.0266207365967365,3.1340070588235287,0.0783184734513274,24.04328650519033,0.5477606111111112,0.4689091158536585,0.018,0.4172443732590525,0.3735683112582781,Lung,chr17_0_32972
RSPO4,0.5125243518518517,2.605717407407405,0.413303916256158,0.5629613752913758,0.6686958823529414,0.2477022123893804,25.449038823529406,0.9643245555555556,0.2194312957317072,0.077,0.3733885793871869,0.1063663894039735,Lung,chr20_0_36288
PRB4,0.012765,0.0133997821350762,0.0107819458128078,0.0046434498834498,0.0018729411764705,0.0090734424778761,25.4871210034602,0.0148625555555555,0.0058385365853658,0.0,0.0123845682451253,0.0751042516556291,Lung,chr12_0_24147
ICAM5,0.7682344907407411,1.808887124183005,0.8340433497536941,1.7312906060606044,1.4088176470588236,0.3344306460176992,25.65742387543254,6.801591888888893,0.1692126219512195,0.249,0.5455431754874653,1.0273765430463575,Lung,chr19_1_34293
PRKCE,2.5211462962962967,4.496315904139432,3.66741157635468,2.363121911421912,3.615823529411765,3.1850243362831847,26.433358131487918,3.06118888888889,1.3605689024390244,17.858,3.2012097493036182,1.4968355496688754,Lung,chr2_1_04600
ATP13A4,0.1361530324074074,1.755615882352941,1.4399173645320216,0.0900991515151514,0.3038809411764707,0.2498306194690265,27.376629065743963,0.3714808888888891,2.2353701219512194,0.7240000000000001,5.8919622284122575,0.1038460900662251,Lung,chr3_0_08971
CCDC78,2.2677694444444456,2.4314971677559902,1.9281492610837447,0.7533710955710946,2.8457329411764696,0.3532619469026551,33.11492820069202,2.7683166666666668,0.5356065853658535,0.175,1.4841972144846804,1.765986662251656,Lung,chr16_0_29468
PCDH17,1.6786885879629618,1.81288082788671,1.9661876847290631,2.00092027972028,1.891137647058824,0.3958412389380533,33.43059861591695,1.2642283888888888,1.8866042682926825,2.208,2.022598050139277,0.0221468900662251,Lung,chr13_1_26278
AQP4,0.0526327777777777,0.1838471895424838,0.1386367192118225,1.3181346550116548,0.2492696470588235,0.113227146017699,33.583870761245684,0.9965797222222214,0.0951128048780487,0.009,3.534122451253484,0.0486339350993377,Lung,chr18_0_33478
BPIFA1,0.0293355324074074,0.0111404139433551,0.0051359310344827,0.0050121445221445,0.0047170588235294,0.0050227433628318,34.02224435986158,0.0588437777777777,0.0091061585365853,0.008,0.0421589415041782,6.136997483443707,Lung,chr20_1_36706
CFAP157,0.5942690046296296,1.0864625490196065,0.5539878325123143,0.307364592074592,1.2563352941176475,0.2953048672566373,35.31992110726641,1.8399383333333337,0.5270821951219513,0.039,0.765224512534819,0.2234209006622519,Lung,chr9_1_19349
CCDC17,2.1790307870370387,3.74655294117647,3.041342364532018,1.2058463869463876,2.581430588235293,3.264971681415928,36.658032871972296,5.143846111111112,1.1677957317073162,1.7280000000000002,2.107396378830081,7.350854039735098,Lung,chr1_0_01176
PLA1A,5.231881250000002,5.716247712418305,3.663500492610838,3.3211650349650346,8.117764705882355,18.18526106194691,42.12475951557093,2.410129055555557,1.8570695121951228,6.067,5.001423398328691,0.1557695364238411,Lung,chr3_1_08073
BCL6B,4.735025439814819,21.9149651416122,5.70605960591133,6.053889277389272,6.916478823529412,1.8249433628318583,45.52861245674736,5.154238888888886,1.7005262195121962,9.719,4.633505849582175,0.1193888993377484,Lung,chr17_1_31267
SDR16C5,0.0646259814814815,1.6459800435729843,1.6789301231527094,0.045238606060606,0.041063094117647,0.0267834867256637,46.63586505190308,0.3417166111111108,0.1393913993902439,0.004,3.181964512534821,0.065702974834437,Lung,chr8_0_17271
C20orf85,0.0604512731481481,0.1294542701525054,0.0236538152709359,0.0145769696969696,0.1358615294117647,0.0268585398230088,47.39718941176472,0.640845388888889,0.0273012195121951,0.005,0.0257945125348189,0.5452462913907286,Lung,chr20_1_37139
CA3,4.752494444444447,10.817232897603477,2.1825862068965525,6.028890909090906,2.0418529411764714,1.5301252212389382,47.72933217993081,2.889750555555555,0.8386407012195121,0.106,5.006072144846799,2.419705655629138,Lung,chr8_1_17503
LAMC3,3.419512268518517,3.5369214596949887,2.386200591133006,1.1465424009324017,13.25111764705882,3.8559752212389378,48.37971107266435,3.929687777777779,2.651279573170732,26.919,0.7110977437325907,0.1544485046357617,Lung,chr9_1_19507
GGTLC1,0.0303527314814814,0.0434194335511982,0.018128342364532,0.0114013519813519,0.1264788235294118,0.0484997787610619,49.80171626297579,0.0759560555555555,0.2314226829268292,0.0069999999999999,0.0217778272980501,0.0442638013245032,Lung,chr20_0_36586
CACNA2D2,4.750298611111112,2.9956549019607857,2.364288669950736,10.644029370629372,3.6481764705882345,0.377775663716814,50.77376124567474,5.89785,1.6321118902439018,0.54,4.861461281337041,2.104425205298015,Lung,chr3_0_07514
PCAT19,2.9237706712963,19.297668845315915,4.1434610837438415,5.4869137529137495,5.742694117647058,1.4965606637168145,50.99254325259514,6.663611111111113,0.8885435975609756,5.662999999999999,2.847960724233982,0.0960982927152317,Lung,chr19_0_35216
WIF1,0.1854618055555555,18.7505194553377,0.3867966034482755,0.4846712750582749,0.3184206705882355,0.0355347345132743,52.21500953287197,2.7837468888888885,0.1156025609756097,0.01,1.9662350139275768,0.0482311602649007,Lung,chr12_0_24973
ACE,3.6277231481481462,12.326410675381265,11.532683743842368,4.046216317016317,5.8360047058823525,0.8323076991150447,56.72054844290664,3.531606666666665,2.2165356707317083,3.593,5.020139275766014,0.6449970066225166,Lung,chr17_1_32697
UPK3B,3.3904907175925905,2.165904139433552,1.2315382512315276,6.519538787878793,0.507293294117647,0.4598763274336285,57.89181835640135,9.254201111111112,0.6318560670731714,0.319,2.402303398328688,2.617311774834436,Lung,chr7_1_15526
TBX4,0.3131182870370373,0.1713886078431372,0.0348000394088669,0.0302918321678321,0.0162870705882352,0.0071894513274336,60.86209953287207,0.096116,0.0105385670731707,4.841,0.0622407604456824,0.0099583496688741,Lung,chr17_1_32670
CHI3L2,4.9911961342592575,11.134176034858378,2.533955270935961,10.76635365967366,2.3202462352941167,0.1798175265486725,60.91271453287201,1.9059406111111097,0.2021595731707317,1.598,4.586663676880222,4.819286622516559,Lung,chr1_1_01963
SLC6A4,2.2358879861111114,0.4088398910675384,0.3157790886699509,0.6342675291375289,0.2303508235294119,0.0471703805309734,62.59714098615915,0.3967326666666667,0.225892225609756,22.882,0.1068100752089136,0.1700567509933776,Lung,chr17_0_31763
DUOXA1,0.4338732175925922,1.6590086928104584,0.7386769458128081,0.9768608391608392,0.2863781176470585,0.1092699734513274,64.1742171280277,1.186585111111111,0.1438153140243902,0.511,25.30189317548746,0.0909369642384105,Lung,chr15_0_28493
SCEL,0.2131404699074074,0.4162293224400872,0.3104560591133005,0.1256528694638694,0.4982792470588236,0.1050663407079645,68.39137994982693,0.4009319444444444,0.1605991249999998,0.422,0.6839799108635101,0.0995053006622516,Lung,chr13_1_26361
MS4A15,0.0349669907407407,0.0340309128540304,0.0462379310344827,0.0133097599067599,0.0077669294117647,0.0067427522123893,69.2967773356402,0.802387277777778,0.0481627591463414,0.254,0.0307631197771587,0.0213629337748344,Lung,chr11_1_22483
PRX,6.9496365740740735,7.469627015250548,3.985888916256157,2.7563855477855483,6.046741176470588,0.6850362831858403,71.14533564013838,9.703916666666665,2.5002021341463423,7.898,4.6171476323119744,0.8087631258278143,Lung,chr19_0_35161
F2RL3,2.004407546296296,30.90552309368192,7.042912315270931,1.9676356177156185,10.824609411764708,0.3059947743362831,72.88946020761242,1.8497105555555555,4.178841158536588,0.726,6.497196935933152,0.6169153112582777,Lung,chr19_1_34599
SLC22A31,1.0281190277777776,0.4435619825708057,0.8980933497536941,0.3425065804195802,0.6681804705882354,1.017773008849557,87.24347785467127,7.631863333333336,22.22245969512193,0.012,3.867120947075209,0.5441478543046353,Lung,chr16_0_30974
BPIFB1,0.0785420601851851,0.6178797058823531,0.5676881674876851,0.0361728391608391,0.0391133529411764,0.042706203539823,95.00366463667832,0.1002968333333333,0.0673502225609756,0.057,13.6909217827298,1.955091593377484,Lung,chr20_1_36707
MSLN,2.524636851851852,0.8309042919389976,3.4197207142857127,7.300210752913752,6.060174117647057,0.085205849557522,100.64988223183384,6.626275666666667,0.4626183384146345,0.244,2.898232089136492,0.6711283324503318,Lung,chr16_1_29472
NKX2-1,0.0979944907407407,0.0610699041394335,0.0460282438423644,0.0436649906759906,0.0284157058823529,0.0453250707964601,100.95388062283745,0.3299857222222221,0.0809249756097561,0.001,0.156138774373259,0.064298536423841,Lung,chr14_0_27023
IL7R,3.7371173611111113,5.541386056644879,11.559854187192125,1.4749369230769225,4.519866117647059,1.891089999999999,101.98995847750872,2.2344620555555545,1.1284996646341456,0.48,8.614124791086352,37.41215178807949,Lung,chr5_1_10885
NKD2,1.848619976851852,9.361262287581694,5.821754187192122,6.204125874125872,7.552623529411763,2.8000898230088493,106.82647058823534,3.5923888333333336,3.6640573170731705,0.958,4.019967966573814,0.1445272728476823,Lung,chr5_1_10685
SFTA1P,2.1370878009259253,3.904562614379085,3.7086120935960607,1.6833043822843818,0.0488484705882352,0.01765703539823,111.65418858131488,0.9194039444444436,0.0316272560975609,0.031,0.1280470194986072,0.0548351523178808,Lung,chr10_0_19911
SFTA3,0.0794063425925926,0.0444203246187364,0.030014290640394,0.0342608041958042,0.0244731764705882,0.0320744646017698,114.2883598615917,0.470775388888889,0.0566891707317073,0.006,0.0731254596100278,0.0671789350993377,Lung,chr14_0_27019
LAMP3,0.2871296296296297,0.4882721677559915,0.7161480049261076,0.0859638601398601,0.7271717647058821,0.2665472566371682,122.11647923875442,0.686714,2.7796262195121955,0.867,0.4338875905292482,0.4192218066225167,Lung,chr3_0_08798
DUOX1,1.3665481481481496,3.1030657952069696,1.5865985221674856,3.0833104895104864,0.7968458823529413,0.3427248672566371,134.72450692041522,4.4951222222222205,0.4701597560975612,3.646,68.70220334261839,0.2361946264900663,Lung,chr15_1_28495
ABCA3,19.20263194444447,11.500557734204795,8.094931034482766,4.908988344988347,8.399799999999999,0.8945123893805309,180.1459757785469,7.934466666666666,9.727890243902436,3.155,7.581559610027858,1.4058766887417202,Lung,chr16_0_29582
CCL18,21.078317800925923,5.334519063180828,6.108354113300494,2.645439813519816,0.8297441176470588,0.8495406194690265,183.72337716262984,1.6119637222222225,0.1292933536585366,0.207,0.780500362116992,1.2097595231788083,Lung,chr17_1_31875
CSF3,13.865635416666672,10.288648344226594,6.3566230049261065,13.86797293706294,3.71005488235294,0.3444564601769914,192.79700726643588,3.855068388888888,1.4101081402439029,0.125,10.595795320334265,1.6914894569536418,Lung,chr17_1_32027
VIPR1,6.261074537037045,25.56236819172115,28.176880295566487,4.353904428904431,2.0483905882352937,14.918111946902654,217.9060126297576,1.1437167777777772,1.3758407317073171,1.78,6.003566573816159,5.545193907284771,Lung,chr3_1_07224
SFTA2,0.1904268518518518,0.308705010893246,0.1577516995073892,0.1388054079254079,3.329252941176472,0.2152185398230086,244.9068425605537,0.7678331111111107,1.891664329268293,0.064,5.473865961002784,0.1639330993377482,Lung,chr6_0_13039
SCGB3A2,8.176061041666669,0.1021387799564269,0.0300362068965517,0.4330928205128205,0.0888098823529411,0.0549832743362831,264.6483558823527,1.4801346666666668,0.2119506097560974,0.067,0.2987283844011141,0.4111958410596032,Lung,chr5_1_12048
CEACAM6,0.2588872916666663,1.87759440087146,78.05659718472906,0.1147485268065268,0.0724461294117646,0.3308902654867257,301.2753626124567,1.0270805555555558,3.3468459451219514,0.144,1.5311847632311957,20.77649364238409,Lung,chr19_1_35223
ICAM1,32.86789583333335,46.74054466230938,21.726248768472907,28.55839860139857,26.459482352941176,29.11454911504424,320.86747404844283,22.10384444444445,6.357430487804878,13.191,24.570919220055696,27.988280794702025,Lung,chr19_1_34291
SFTPD,2.8798034722222234,1.3512165577342052,0.9674123891625614,1.1726867132867138,1.670489411764706,0.924009292035398,397.70014878892783,2.6797444444444416,2.9459259146341465,0.226,1.5498649025069633,0.6889285165562922,Lung,chr10_0_20710
SLC34A2,0.263342453703704,14.618608708061023,0.1091207142857143,0.1665664242424243,20.43720352941177,0.8896034955752211,581.3951314878892,2.951036105555555,4.369250304878049,1.649,0.2079266796657382,0.3088116794701988,Lung,chr4_1_09401
SCGB3A1,0.8099834953703706,56.55272222222222,0.7670690394088678,0.5267685547785548,1.4282082352941183,3.265766769911505,765.2007681660901,3.4586773333333363,9.021163993902444,0.23,2.2346834540389966,5.414887655629141,Lung,chr5_0_12493
NAPSA,1.6015257870370363,2.0188538126361677,1.7180379310344809,0.6675542191142187,91.25117647058822,1.4065415044247782,894.7649648788928,6.434438888888887,1.2874314024390243,0.321,1.3939389972144856,1.047486105960264,Lung,chr19_0_35712
SCGB1A1,0.4211539814814815,0.206112091503268,0.1206889901477831,0.1402519813519813,0.1040981176470588,0.0919290265486725,1025.9816607266437,1.3354934444444446,0.3729481097560976,0.012,0.1024029805013927,6.970488251655628,Lung,chr11_1_22547
AGER,11.595356481481485,12.023063180827894,14.995778325123132,5.213321678321676,14.443999999999996,6.477287610619468,1158.7070397923876,29.170394444444423,4.366603658536587,3.009,10.643659331476329,28.63485165562916,Lung,chr6_0_13185
RGCC,89.01145833333338,192.20594771241815,43.125923645320185,56.42969696969697,54.266764705882366,4.048044690265487,1300.8067993079592,17.97268888888889,13.665503048780485,173.975,43.15038997214487,27.473435761589407,Lung,chr13_1_26086
FCN3,5.401213842592592,59.74008692810455,5.992471921182264,22.28447319347316,46.47606,101.12201283185836,1409.611776816609,5.129348888888889,8.277065243902436,13.906,10.024490779944289,1.2543209933774837,Lung,chr1_0_00713
A2M,1684.942361111111,556.6217864923748,313.28502463054207,234.3638461538461,420.03305882352953,513.1701327433626,3638.2273356401374,230.28411111111103,56.20179878048779,283.128,266.2586350974931,2.378237086092713,Lung,chr12_0_24060
SFTPA1,1.4393018287037045,0.4047749891067538,0.2717152783251232,0.6606996550116547,0.2753269411764705,0.5774269026548672,3882.183119377162,15.081579555555551,0.4488689024390246,0.004,0.3597947910863513,1.2464613642384108,Lung,chr10_1_20701
SFTPA2,1.8534923379629635,0.5977050108932461,0.9942549999999996,0.779995389277388,0.3474204705882353,0.6030610973451329,4046.411951557096,12.455653499999991,0.7160065853658535,0.0289999999999999,0.5027763788300833,1.4145101642384106,Lung,chr10_0_20699
SFTPC,1.6741795138888886,0.4376756819172111,0.3013586034482758,0.7464282773892779,0.3111927058823529,0.5276827920353978,4049.8339657439446,13.837809777777776,0.3036297926829268,0.008,0.4066370835654598,1.0416889258278144,Lung,chr8_1_16907
SFTPB,2.1410722037037035,0.6597965315904136,0.3774892044334975,0.8412289813519822,1.851416470588236,0.623809796460177,5190.099851851214,19.484297777777787,0.4584673536585365,0.011,1.1260159470752098,1.9509991801324496,Lung,chr2_0_05035
USP17L3,0.0005934722222222,0.0004168191721132,0.0001896798029556,7.52913752913753e-05,0.0,0.0,0.0002765743944636,0.0043789999999999,0.0002385365853658,0.0,0.0001344568245125,0.0003648913907284,Ovary,chr8_0_16715
SPAG11B,0.0004020833333333,0.0003889106753812,0.0001191379310344,0.0002825174825174,0.0004372117647058,0.0005146017699115,0.0008410207612456,0.0084534444444444,0.0002360975609756,0.001,0.0003161281337047,0.0010637933774834,Ovary,chr8_0_16681
KCNIP4-IT1,0.0003953101851851,0.0011791132897603,0.0005663374384236,0.0005976433566433,0.0003844117647058,0.0001556504424778,0.0004328823529411,0.0134231444444444,0.0002127743902439,0.005,0.0007264902506963,0.0003799920529801,Ovary,chr4_0_09376
PRR23C,0.0022755856481481,0.0024251307189542,0.0011215172413793,0.0014998438228438,0.0006291294117647,0.0008027345132743,0.0025548079584775,0.0157473777777777,0.0015590762195121,0.002,0.0016233927576601,0.0008151655629139,Ovary,chr3_0_08394
PRR23B,0.0018181712962962,0.0016288453159041,0.0007398275862068,0.0008924708624708,0.0004055294117647,0.0013891150442477,0.0018054152249134,0.0164088888888888,0.001184725609756,0.003,0.0011530640668523,0.0006852370860927,Ovary,chr3_0_08393
LINC01879,0.0013405787037037,0.0023485620915032,0.0015024679802955,0.0006357342657342,0.0086441647058823,0.0003670796460176,0.0029132387543252,0.0182915555555555,0.000833368902439,0.002,0.002600487465181,0.0012133973509933,Ovary,chr18_1_33837
GPX6,0.0009515972222222,0.0032855773420479,0.0010629581280788,0.0006117622377622,0.0003538823529411,0.0008759557522123,0.0021671626297577,0.0222220555555555,0.0005972225609756,0.011,0.0005990250696378,0.000781417218543,Ovary,chr6_0_12923
LINC02171,0.0048635185185185,0.0011197603485838,0.0022162586206896,0.0007210023310023,0.015443294117647,0.0023243805309734,0.0033853460207612,0.0224368888888888,0.0024823170731707,0.003,0.0032423676880222,0.0027459867549668,Ovary,chr4_0_09195
TFAP2D,0.0022918055555555,0.0022708496732026,0.0013061083743842,0.0015991841491841,0.0016298588235294,0.0009843362831858,0.0032764705882352,0.0284843333333333,0.0009414634146341,0.004,0.0028203899721448,0.0028111443708609,Ovary,chr6_1_13626
LINC01533,0.0007420138888888,0.0043456209150326,0.0021280320197044,0.0004693006993006,0.0021049411764705,0.0007509292035398,0.0011508408304498,0.0337047777777777,0.0005876219512195,0.002,0.0019085236768802,0.0004830198675496,Ovary,chr19_1_34830
LINC01582,0.0007460648148148,0.0047808278867102,0.0011662561576354,0.0004878787878787,0.000273294117647,0.0016641150442477,0.0018821280276816,0.0432888333333333,0.0004623780487804,0.004,0.0004083008356545,0.0009476821192052,Ovary,chr15_0_29341
BPESC1,0.001406412037037,0.0014649956427015,0.0005263078817733,0.0008390722610722,0.0005141882352941,0.0006797345132743,0.0017303529411764,0.0481950388888888,0.0017299542682926,0.006,0.0008930947075208,0.0008989615894039,Ovary,chr3_1_08395
LINC02136,0.0045904629629629,0.0045979302832244,0.0018562955665024,0.0010930303030303,0.0026278823529411,0.0152397345132743,0.0067453287197231,0.0498211666666666,0.002488475609756,0.005,0.0035203899721448,0.0031813642384105,Ovary,chr16_0_30717
LINC02093,0.0031554166666666,0.0023898474945533,0.0038164285714285,0.0019433333333333,0.0052619999999999,0.0002897345132743,0.004899186851211,0.0509519444444444,0.0002707926829268,0.011,0.0042014484679665,0.0009994437086092,Ovary,chr17_0_31470
BARHL2,0.022159861111111,0.0132369063180827,0.0086819630541871,0.0097768811188811,0.0058325176470588,0.0078997345132743,0.0124720588235294,0.0664095555555555,0.0084166585365853,0.003,0.008665208913649,0.007403417218543,Ovary,chr1_0_01681
OR2J3,0.0235967361111111,0.0146413943355119,0.0086439408866995,0.0038013519813519,0.0024818823529411,0.0043666371681415,0.0044763321799307,0.0807895555555555,0.0009746341463414,0.006,0.0087828969359331,0.0023165695364238,Ovary,chr6_1_12942
GLT6D1,0.0039135416666666,0.0080694553376906,0.0017950246305418,0.001762331002331,0.0002914117647058,0.0011560619469026,0.002789169550173,0.0913818888888888,0.0010433231707317,0.002,0.0025155153203342,0.001710715231788,Ovary,chr9_0_19640
OR13C2,0.0188857175925925,0.0101787581699346,0.0082920197044334,0.0033771561771561,0.0186721176470588,0.0070238495575221,0.0111358131487889,0.1178241666666667,0.0034210365853658,0.004,0.0048230640668523,0.0014867947019867,Ovary,chr9_0_19047
OOSP2,0.0040246759259259,0.010443899782135,0.0036179261083743,0.0021403729603729,0.0040178823529411,0.006852831858407,0.0061411487889273,0.1204037777777777,0.0021476798780487,0.0069999999999999,0.005965626740947,0.0079083841059602,Ovary,chr11_1_22460
RAX2,0.0190774259259259,0.0552082352941176,0.0147840492610837,0.0134448228438228,0.0113408470588235,0.0114988628318584,0.0297549653979238,0.1298828888888888,0.0099339207317073,0.002,0.0178117409470752,0.0156854728476821,Ovary,chr19_0_34035
